_id,Idade,T_freq_bar_rest,Cidade,Bairro_bh,Regional,Estado_pais,restricao,outro_restricao,freq_aliment_rotina,freq_aliment_lazer,estab_rotina,estab_lazer,culinaria_fav,outra_culinaria,qtde_bar_rest_bh,disr_bar_rest,pratos_mineira,oferta_prato_mineiro_qualidade,cerveja_cachaca,cerv_cach1,cerv_cach2,cerv_cach3,facilidade_cerv_cach,local_compra_cerv_cach,outro_local_cerv_cach,motivo_nao,motivo_viagem,pernoites_qt,culinaria_decisao_viagem,T_aval_qualidadepratos,T_aval_horariofuncionamento,T_aval_infraestrutura,T_aval_atendimento,T_aval_diversidade,T_aval_apresetacao,T_aval_custobeneficio,T_percepcaobaresrest,T_expec_bh,prato_unico_bh,qual_prato,recomendacao,satisfeitocombares_rest_perto_casa,nao_porque,facilidade_comidatipicamin,principal_dificuldade,Variedade_Culinaria,Decoracao_conforto,Estacionamento,Entretenimento,Refeio,Atendimento,Limpeza,Custo_Benefcio,Apresentao_pratos,fonte_informacao,outras_fontes,festival_gastronomico,motivo_nao_festival,companhia_restaurantes_bares,gasto_medio_gastro,genero,renda_familiar,grau_instrucao
374,34,"",Belo Horizonte,Alipio de Melo,Pampulha,MG,Nao,"",1 dia por semana,1 dia por semana,Restaurante Self-service,Restaurante A La carte;Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Cerveja artesanal ,"","",Sim,Supermercados,"","","",422,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,3,3,4,4,4,4,4,4,Redes sociais,"",Sim,"",Amigos,60,Masculino,Entre 7 SM e 10 SM (R$ 6.678 a R$ 9.540),Superior completo
375,36,"",Belo Horizonte,Ouro preto,Pampulha,MG,Intolerante a lactose,"",Raramente,1 dia por semana,Restaurante Self-service,Restaurante Self-service;Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Cerveja ,"","",Sim,Bar,"","","",423,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,2,4,5,4,4,4,4,Amigos e familiares;Redes sociais,"",Sim,"",Conjuge/namorado(a),50,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior completo
376,49,"",Belo Horizonte,Engenho Nogueira,Pampulha,MG,Nao,"",5 dias por semana,2 dias por semana,Restaurante Self-service,Bares (petiscos e afins),Mineira Tipica,"",Bares suficientes/ restaurantes insuficientes,Muito concentrado em alguns bairros,Frango com quiabo,Sim- principalmente os restaurantes,Sim,"Cerveja ""a outra""","","",Sim,Bar;Cervejaria/cachacaria/loja de produtos tipicos;Mercados/Feira,"","","",424,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",3,5,1,4,4,4,3,2,4,Redes sociais;Google,"",Sim,"",Amigos,100,Masculino,Acima de 10 SM (R$ 9.540),Mestrado /Doutorado
377,23,"",Belo Horizonte,Ouro preto,Pampulha,MG,Nao,"",Nunca,1 dia por semana,NA,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feango com quiabo,Nao,Sim,Cerveja,"","",Sim,Bar,"","","",425,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,5,3,4,5,1,4,3,4,Amigos e familiares;Redes sociais,"",Nao,NS/NI,Conjuge/namorado(a),50,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
378,30,"",Belo Horizonte,Castelo,Pampulha,MG,Nao,"",7 dias por semana,2 vezes por mes,Restaurante Self-service,Restaurante A La carte;Fast-foods;Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Cerveja,"","",NS/NI,Nao sabe,"","","",426,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,3,3,4,4,4,4,2,3,Amigos e familiares,"",Sim,"",Amigos,100,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior completo
379,42,"",Belo Horizonte,Castelo,Pampulha,MG,Nao,"",5 dias por semana,2 vezes por mes,Outros,Restaurante A La carte;Restaurante Self-service;Restaurantes de Buffet,Mineira Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Cerveja,"","",Sim,Supermercados,"","","",427,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,4,3,2,4,4,4,4,4,Redes sociais;Google,"",Nao,outros,Demais familiares,50,Masculino,Acima de 10 SM (R$ 9.540),Pos-graduacao /Especializacao/MBA
380,33,"",Belo Horizonte,Castelo,Pampulha,MG,Nao,"",Raramente,1 dia por semana,NA,Fast-foods;Bares (petiscos e afins),Mineira Tipica,"",Bares suficientes/ restaurantes insuficientes,Muito concentrado em alguns bairros,Feijoada,Sim- principalmente os restaurantes,Sim,Fabricacao Propria,"","",NS/NI,Outro,Producao em casa,"","",428,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,2,3,5,4,4,1,4,Amigos e familiares;Redes sociais,"",Nao,outros,Amigos,60,Feminino,Entre 7 SM e 10 SM (R$ 6.678 a R$ 9.540),Superior completo
381,32,"",Belo Horizonte,Castelo,Pampulha,MG,Nao,"",2 vezes por mes,1 dia por semana,Restaurante Self-service,Restaurante A La carte;Bares (petiscos e afins),Mineira Tipica,"",Bares suficientes/ restaurantes insuficientes,Muito concentrado em alguns bairros,Feijoada,Sim- principalmente os restaurantes,Sim,Backer,"","",NS/NI,Nao sabe,"","","",429,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",4,3,3,3,4,3,3,3,3,Redes sociais,"",Nao,precos elevados,Conjuge/namorado(a),80,Masculino,Entre 7 SM e 10 SM (R$ 6.678 a R$ 9.540),Superior completo
382,24,"",Belo Horizonte,Bandeirantes,Pampulha,MG,Nao,"",3 vezes por mes,2 dias por semana,Restaurante A La carte,Bares (petiscos e afins),Italiana,"",Ambos Suficientes,Nao sabe,Feijoada,Sim- principalmente os restaurantes,Sim,Osso,"","",Sim,Bar,"","","",430,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,4,3,3,4,3,4,4,4,Redes sociais,"",Nao,falta de informacao,Amigos,100,Feminino,Nao respondeu,Superior incompleto
383,59,"",Belo Horizonte,Itapoa,Pampulha,MG,Nao,"",Nunca,1 vez por mes,NA,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Os restaurantes sao concentrados mas bares nao,Figado de boi com cebola ,Sim- principalmente os bares,Nao,"","","","","","",Falta de informacao ,"",431,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Em termos- os bares sao bons mas restaurantes nem tanto,"",Media facilidade,"",4,3,4,4,4,3,3,3,4,Amigos e familiares,"",Nao,precos elevados,Amigos,30,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Fundamental  incompleto
384,34,"",Belo Horizonte,Serrano,Pampulha,MG,Outro,"Nao come carne de porco,por questoes religiosas",3 dias por semana,2 vezes por mes,Restaurante A La carte,Restaurante A La carte;Bares (petiscos e afins),Italiana,"",Ambos Suficientes,Muito concentrado em alguns bairros,Frango com quiabo;tutu,Sim- principalmente os restaurantes,Sim,Queijo,"","",Sim,Mercados/Feira,"","","",432,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",4,4,4,4,4,4,4,4,4,Amigos e familiares,"",Sim,"",Conjuge/namorado(a) e filhos,50,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
385,38,"",Belo Horizonte,Jaragua,Pampulha,MG,Nao,"",2 vezes por mes,1 vez por mes,Restaurante A La carte,Restaurante A La carte,Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Fejao tropeiro,Sim- principalmente os restaurantes,Sim,Queijo e doce,"","",Sim,Nao sabe,"","","",433,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Nao sabe,"",Alta facilidade,"",5,4,4,4,5,5,4,4,4,Google,"",Nao,outros,Conjuge/namorado(a) e filhos,25,Masculino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Superior completo
386,26,"",Belo Horizonte,Castelo,Pampulha,MG,Vegetariano,"",3 dias por semana,1 dia por semana,Restaurante A La carte,Restaurante Self-service,Japonesa,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feijoada,Sim- principalmente os restaurantes,Sim,Walls,Backer,"",Sim,Bar;Restaurante;Supermercados;Cervejaria/cachacaria/loja de produtos tipicos;Mercados/Feira,"","","",434,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,4,4,5,4,4,4,3,Redes sociais,"",Sim,"",Conjuge/namorado(a),80,Masculino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Pos-graduacao /Especializacao/MBA
387,42,"",Belo Horizonte,Nova Pampulha,Pampulha,MG,Nao,"",7 dias por semana,2 vezes por mes,Restaurante A La carte,Bares (petiscos e afins),Italiana,"",Ambos Suficientes,Muito concentrado em alguns bairros,Frango  com quiabo; tropeiro,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao encontou,"",435,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,1,5,5,5,5,3,5,Amigos e familiares;Redes sociais;Jornais;Google,"",Sim,"",Amigos,200,Feminino,Nao respondeu,Superior incompleto
388,23,"",Belo Horizonte,Castelo,Pampulha,MG,Outro,Fitness,3 vezes por mes,1 dia por semana,Restaurante Self-service,Bares (petiscos e afins),Japonesa,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Feijao tropeiro; pao de queijo,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",436,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,5,5,4,5,5,4,5,5,Redes sociais,"",Nao,falta de informacao,Conjuge/namorado(a),80,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
389,30,"",Belo Horizonte,Alipio de Melo,Pampulha,MG,Nao,"",6 dias por semana,2 dias por semana,Restaurante Self-service,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Frango a molho pardo,Sim- principalmente os restaurantes,Sim,Cachaca puxa pau,"","",Sim,Mercados/Feira,"","","",437,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Nao sabe,"",Media facilidade,"",4,4,3,4,4,4,4,4,4,Amigos e familiares,"",Sim,"",Amigos,60,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
390,21,Sim,Maceio,"",Turistas,PR,Nao,"",1 dia por semana,2 dias por semana,Restaurante Self-service,Fast-foods,Italiana,"",Ambos Suficientes,Muito concentrado em alguns bairros,Pao de queijo; caldo de pescoco de peru,Sim- principalmente os restaurantes,Nao,"","","","","","",Falta de informacao,Visita a amigos e parentes,2,Importante,Superior,Equiparado,Superior,Superior,Equiparado,Superior,Muito Inferior,Sim,Plenamente atendidas,Sim,Caldo de pescoco de peru,"","","","","",5,4,3,4,4,5,3,3,4,Google,"",Nao,falta de informacao,Demais familiares,50,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Medio completo
391,22,Sim,Santa Maria,"",Turistas,RS,Nao,"",Raramente,3 vezes por mes,Fast-foods,Fast-foods;Bares (petiscos e afins),Gaucha Tipica,"",Ambos Suficientes,Nao sabe,Pastel,Nao sabe,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,Visita a amigos e parentes,5,E um diferencial mas nao decisorio,Equiparado,Superior,Superior,Equiparado,Superior,Superior,Inferior,Sim,Plenamente atendidas,Nao,"","","","","","",5,3,,3,4,4,3,3,4,Amigos e familiares;Google,"",Nao,falta de informacao,Amigos,50,Feminino,Nao possui renda,Superior incompleto
392,21,Sim,Ouro Preto,"",Turistas,MG,Nao,"",5 dias por semana,2 dias por semana,Restaurante Self-service,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Sim,Cachaca Salinas,Cervejas artesanais,"",Sim,Supermercados;Mercados/Feira,"","",Visita a amigos e parentes,2,E um diferencial mas nao decisorio,Equiparado,Superior,Superior,Superior,Equiparado,Equiparado,Superior,Nao,Plenamente atendidas,Nao,"","","","","","",4,4,,3,5,5,4,5,4,Amigos e familiares,"",Sim,"",Amigos,50,Feminino,Ate 1 SM (R$ 954),Superior incompleto
393,38,Sim,Blumenau,"",Turistas,SC,Nao,"",6 dias por semana,2 dias por semana,Restaurante Self-service;Outros,Restaurante A La carte;Restaurante Self-service;Outros,Gaucha Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Muitas cachacas,"","",Sim,Mercados/Feira,"","",Negocios,3,Nao me preocupo com a culinaria,Superior,Equiparado,Equiparado,Superior,Superior,Equiparado,Equiparado,Sim,Superadas,Nao,"","","","","","",5,4,,,4,4,3,4,4,Sites especializados;Google,"",Sim,"",Amigos,60,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Pos-graduacao /Especializacao/MBA
394,54,Sim,Mendoza,"",Turistas,Argentina,Nao,"",5 dias por semana,Raramente,Restaurante Self-service,Fast-foods,Outra,Argentina,Bares suficientes/ restaurantes insuficientes,Os bares sao mais concentrados mas restaurantes nao,Pao de queijo,Nao sabe,Nao,"","","","","","",Nao tem interesse,Visita a amigos e parentes,4,E um diferencial mas nao decisorio,Equiparado,Inferior,Inferior,Superior,Superior,Equiparado,Equiparado,Sim,Plenamente atendidas,Sim,Feijoada,"","","","","",4,3,,3,4,4,3,3,3,Redes sociais;Sites especializados;Google,"",Sim,"",Conjuge/namorado(a),60,Feminino,Nao respondeu,Superior completo
395,24,Sim,Campo dos Goytacases,"",Turistas,RJ,Nao,"",4 dias por semana,3 vezes por mes,Outros,Fast-foods;Bares (petiscos e afins),Cozinha Variara,"",Ambos Suficientes,Nao sabe,Queijo e cachaca,Sim- principalmente os restaurantes,Sim,Seleta,"","",Sim,Mercados/Feira,"","",Lazer/ passeio,4,E um diferencial mas nao decisorio,Equiparado,Superior,Equiparado,Equiparado,Equiparado,Equiparado,Superior,Sim,Plenamente atendidas,Nao,"","","","","","",5,3,,3,5,4,3,5,4,Amigos e familiares;Redes sociais;Google,"",Nao,falta de informacao,Amigos,50,Feminino,Ate 1 SM (R$ 954),Superior incompleto
396,42,Sim,Piracicaba,"",Turistas,SP,Nao,"",5 dias por semana,2 dias por semana,Restaurante Self-service,Restaurante A La carte,Japonesa,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Sim,Walls ,"","",Sim,Bar;Restaurante,"","",Negocios,15,E um diferencial mas nao decisorio,Equiparado,Superior,Superior,Equiparado,Equiparado,Equiparado,Superior,Sim,Parcialmente atendidas,Sim,Canjiquinha,"","","","","",4,4,2,4,4,4,3,4,4,Google,"",Sim,"",Conjuge/namorado(a),50,Feminino,Acima de 10 SM (R$ 9.540),Mestrado /Doutorado
397,56,Sim,Abaete,"",Turistas,MG,Nao,"",Raramente,1 vez por mes,Restaurante Self-service,Restaurante Self-service;Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Nao sabe,Feijoada,Nao sabe,Sim,Nao sabe,"","",Sim,Bar,"","",Negocios,2,E um diferencial mas nao decisorio,Equiparado,Superior,Equiparado,Equiparado,Equiparado,Equiparado,Inferior,Sim,Indiferente,Nao,"","","","","","",5,5,2,5,5,5,5,2,5,Amigos e familiares,"",Nao,precos elevados,Conjuge/namorado(a) e filhos,15,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Medio completo
398,25,Sim,Sao Paulo,"",Turistas,SP,Nao,"",7 dias por semana,2 dias por semana,Restaurante Self-service;Fast-foods,Fast-foods;Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Sim,Cachaca Salinas,"","",Sim,Supermercados;Cervejaria/cachacaria/loja de produtos tipicos,"","",Negocios,2,E um diferencial mas nao decisorio,Equiparado,Equiparado,Equiparado,Equiparado,Equiparado,Equiparado,Equiparado,Nao,Plenamente atendidas,Nao,"","","","","","",4,4,1,3,5,4,3,3,4,Amigos e familiares;Redes sociais,"",Nao,localizacao,Conjuge/namorado(a),50,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Pos-graduacao /Especializacao/MBA
399,27,Sim,Goiania,"",Turistas,GO,Nao,"",5 dias por semana,3 vezes por mes,Restaurante Self-service;Outros,Fast-foods,Japonesa,"",Ambos Suficientes,Nao sabe,Feijao Tropeiro,Nao sabe,Nao,"","","","","","",Nao tem interesse,Negocios,2,Nao me preocupo com a culinaria,Equiparado,Equiparado,Equiparado,Equiparado,Equiparado,Equiparado,Equiparado,Nao,Plenamente atendidas,Nao,"","","","","","",4,4,4,4,4,4,4,4,4,Sites especializados;Google,"",Nao,outros,Conjuge/namorado(a) e filhos,50,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Pos-graduacao /Especializacao/MBA
400,45,Sim,Boston,"",Turistas,Estados Unidos,Nao,"",7 dias por semana,1 dia por semana,Restaurante A La carte;Fast-foods,Restaurante A La carte;Fast-foods,Francesa,"",Nao sabe,Nao sabe,Pao de queijo,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Falta de oportunidade,Visita a amigos e parentes,10,E um diferencial mas nao decisorio,Superior,Inferior,Inferior,Muito superior,Equiparado,Equiparado,Muito superior,Sim,Plenamente atendidas,Sim,Coxinha,"","","","","",5,5,2,4,5,5,4,5,5,Amigos e familiares,"",Sim,"",Conjuge/namorado(a) e filhos,50,Masculino,Entre 7 SM e 10 SM (R$ 6.678 a R$ 9.540),Superior completo
401,28,Sim,Sao Paulo,"",Turistas,SP,Nao,"",6 dias por semana,1 vez por mes,Restaurante Self-service,Restaurante A La carte;Fast-foods;Restaurantes de Buffet;Bares (petiscos e afins),Italiana,"",Ambos Suficientes,Nao sabe,Pao de queijo; tropeiro; arroz com pequi,Sim- principalmente os restaurantes,Sim,Nao sabe,"","",Sim,Bar;Cervejaria/cachacaria/loja de produtos tipicos,"","",Negocios,3,Importante,Equiparado,Inferior,Inferior,Equiparado,Equiparado,Equiparado,Superior,Sim,Plenamente atendidas,Nao,"","","","","","",4,4,,4,5,4,4,5,5,Amigos e familiares,"",Nao,outros,Conjuge/namorado(a),30,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior completo
402,50,Sim,Sao Paulo,"",Turistas,SP,Nao,"",6 dias por semana,2 dias por semana,Restaurante Self-service;Outros,Fast-foods;Restaurantes de Buffet;Bares (petiscos e afins),Japonesa,"",Ambos Suficientes,Nao sabe,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Sim,Cerveja artesanal ,"","",Sim,Restaurante;Cervejaria/cachacaria/loja de produtos tipicos,"","",Visita a amigos e parentes,3,E um diferencial mas nao decisorio,Equiparado,Muito Inferior,Equiparado,Equiparado,Equiparado,Equiparado,Equiparado,Nao,Plenamente atendidas,Nao,"","","","","","",4,4,,4,4,4,4,4,4,Google,"",Nao,localizacao,Conjuge/namorado(a),50,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior completo
403,24,Sim,Valadares,"",Turistas,MG,Nao,"",4 dias por semana,2 vezes por mes,Restaurante Self-service,Restaurante Self-service;Bares (petiscos e afins),Italiana,"",Ambos Suficientes,Nao sabe,Feijao tropeiro; feijoada,Sim- tanto bares quanto restaurantes,Sim,Backer,"","",Sim,Cervejaria/cachacaria/loja de produtos tipicos,"","",Estudos ou cursos,5,E um diferencial mas nao decisorio,Muito superior,Muito superior,Muito superior,Equiparado,Equiparado,Equiparado,Equiparado,Sim,Indiferente,Nao,"","","","","","",5,5,,5,5,4,3,3,5,Amigos e familiares;Redes sociais;Google,"",Nao,outros,Amigos,18,Feminino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Superior incompleto
404,20,Sim,Salvador,"",Turistas,BA,Nao,"",Raramente,2 dias por semana,Restaurante Self-service,Fast-foods;Bares (petiscos e afins),Nordestina Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao tem interesse,Compras,2,Nao me preocupo com a culinaria,Equiparado,Inferior,Equiparado,Superior,Superior,Equiparado,Equiparado,Sim,Superadas,Nao,"","","","","","",4,4,,3,4,5,4,4,4,Google,"",Nao,falta de informacao,Conjuge/namorado(a),30,Feminino,Nao respondeu,Medio completo
405,25,Sim,Sao Paulo,"",Turistas,SP,Nao,"",6 dias por semana,2 dias por semana,Restaurante Self-service;Outros,Fast-foods;Bares (petiscos e afins),Nordestina Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao tem interesse,Negocios,3,E um diferencial mas nao decisorio,Equiparado,Inferior,Inferior,Superior,Equiparado,Equiparado,Inferior,Nao,Plenamente atendidas,Nao,"","","","","","",4,4,,3,4,4,3,3,4,Redes sociais,"",Nao,falta de informacao,Amigos,50,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
406,65,Sim,Governador Valadares,"",Turistas,MG,Nao,"",7 dias por semana,3 dias por semana,Restaurante A La carte;Restaurante Self-service;Restaurantes de Buffet,Restaurante A La carte;Restaurante Self-service;Fast-foods;Restaurantes de Buffet;Bares (petiscos e afins),Cozinha Variara,"",Ambos Suficientes,Muito concentrado em alguns bairros,Galinhada,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Falta de conhecimento,Visita a amigos e parentes,10,E um diferencial mas nao decisorio,Equiparado,Equiparado,Equiparado,Equiparado,Equiparado,Equiparado,Equiparado,Sim,Plenamente atendidas,Nao,"","","","","","",5,4,,3,5,3,4,4,5,Amigos e familiares,"",Sim,"",Demais familiares,65,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior completo
407,40,Sim,Malacacheta,"",Turistas,MG,Nao,"",Raramente,2 vezes por mes,Restaurante Self-service,Restaurante Self-service;Bares (petiscos e afins),Nordestina Tipica,"",Ambos Suficientes,Nao sabe,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Cachaca Tropicana,"","",Sim,Bar;Supermercados;Mercados/Feira,"","",Visita a amigos e parentes,5,Nao me preocupo com a culinaria,Equiparado,Muito superior,Muito superior,Muito superior,Muito superior,Nao sabe,Equiparado,Nao,Indiferente,Nao,"","","","","","",5,,1,,4,4,2,2,,Amigos e familiares,"",Nao,localizacao,Conjuge/namorado(a) e filhos,15,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Fundamental  completo
408,39,Sim,Aracai,"",Turistas,MG,Nao,"",Raramente,Raramente,Restaurante Self-service,Restaurante Self-service,Mineira Tipica,"",Ambos Suficientes,Nao sabe,Feijoada,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,Saude: tratamento/ consulta medica,3,Nao me preocupo com a culinaria,Muito superior,Muito superior,Muito superior,Muito superior,Muito superior,Nao sabe,Inferior,Sim,Superadas,Nao,"","","","","","",5,,,,5,3,3,1,,Amigos e familiares,"",Nao,localizacao,Conjuge/namorado(a) e filhos,20,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
409,57,Sim,Presidente Prudente,"",Turistas,SP,Nao,"",5 dias por semana,3 vezes por mes,Restaurante Self-service,Fast-foods;Bares (petiscos e afins),Japonesa,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Tutu,Sim- principalmente os restaurantes,Nao,"","","","","","",Falta de conhecimento,Negocios,3,E um diferencial mas nao decisorio,Equiparado,Equiparado,Equiparado,Equiparado,Equiparado,Equiparado,Inferior,Sim,Plenamente atendidas,Nao,"","","","","","",5,5,5,5,5,5,5,5,5,Redes sociais;Sites especializados,"",Sim,"",Conjuge/namorado(a),50,Masculino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Superior completo
410,27,Sim,Rio de Janeiro,"",Turistas,RJ,Nao,"",6 dias por semana,1 dia por semana,Restaurante A La carte;Restaurante Self-service;Restaurantes de Buffet,Restaurante A La carte;Restaurante Self-service;Bares (petiscos e afins),Japonesa,"",Ambos Suficientes,Muito concentrado em alguns bairros,Pao de queijo,Sim- tanto bares quanto restaurantes,Sim,Cachaca Tropicana,"","",Sim,Bar,"","",Lazer/ passeio,4,Muito importante,Equiparado,Inferior,Equiparado,Superior,Equiparado,Equiparado,Superior,Sim,Superadas,Nao,"","","","","","",5,3,,2,5,4,3,5,4,Amigos e familiares;Redes sociais;Google,"",Nao,localizacao,Conjuge/namorado(a),50,Feminino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Pos-graduacao /Especializacao/MBA
411,24,Sim,Sete Lagoas,"",Turistas,MG,Nao,"",5 dias por semana,3 vezes por mes,Restaurante Self-service,Bares (petiscos e afins),Japonesa,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Pao de queijo,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao tem interesse,Lazer/ passeio,1,Muito importante,Equiparado,Muito superior,Superior,Equiparado,Superior,Equiparado,Inferior,Sim,Plenamente atendidas,Nao,"","","","","","",,5,5,,5,,5,5,5,Amigos e familiares,"",Nao,falta de informacao,Conjuge/namorado(a),40,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
412,33,Sim,Marataizes,"",Turistas,ES,Nao,"",Raramente,Raramente,Restaurante A La carte,Bares (petiscos e afins),Italiana,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Tutu; feijao tropeiro;,Sim- principalmente os restaurantes,Nao,"","","","","","",Falta de informacao,Visita a amigos e parentes,3,Nao me preocupo com a culinaria,Equiparado,Muito superior,Superior,Equiparado,Muito superior,Muito superior,Inferior,Sim,Plenamente atendidas,Sim,NR,"","","","","",,5,5,5,5,5,5,5,5,Amigos e familiares,"",Nao,precos elevados,Demais familiares,25,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior incompleto
